VoteKit PreferenceProfile
Candidates
(Kelly Doyle:Kelly ),(Eric Zimmerman:Eric Z),(Mike DiNapoli:Mike D),(Bob Callahan:Bob Ca),(Kevin Goldsmith:Kevin ),(Michael Trimble:Michae),(Chloe Mason:Chloe ),(Bob Weinstein:Bob We),(Tony Morse:Tony M),(Raquel Coyote:Raquel),(Lisa Freeman:Lisa F),(Eli Arnold:Eli Ar),(Ciatta R Thompson:Ciatta),(Tony Schwartz:Tony S),(Olivia Clark:Olivia),(Chad Lykins:Chad L),(Andra Vltavin:Andra ),(Joseph (Joe) Alfone:Joseph),(Patrick Cashman:Patric),(Mitch Green:Mitch ),(Sarah Silkie:Sarah ),(Chris Henry:Chris ),(Ben Hufford:Ben Hu),(Brandon Farley:Brando),(L Christopher Regis:L Chri),(John Toran:John T),(Moses Ross:Moses ),(Stanley Penkin:Stanle),(John J Goldsmith:John J),(Lee Odell:Lee Od)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Sarah '},{'Tony M'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Sarah '},,,&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Stanle'},{'Eric Z'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Stanle'},{'Olivia'},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Stanle'},{'Tony M'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},{'Tony M'},{'Eric Z'},{'Olivia'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Eli Ar'},,,,&,18/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Bob Ca'},{'Eli Ar'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Bob Ca'},{'Sarah '},{'Mitch '},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Ciatta'},{'Michae'},{'John T'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Bob Ca'},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Chad L'},{'Lisa F'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'John T'},{'Mitch '},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Lee Od'},,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Moses '},{'Tony M'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Olivia'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},{'Tony M'},,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Eli Ar'},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Lisa F'},{'Olivia'},{'Sarah '},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Mike D'},{'Eli Ar'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Stanle'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Olivia'},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},{'Tony M'},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Eric Z'},,,,&,7/1,&
&,{'Ben Hu'},{'Bob We'},{'John T'},{'Olivia'},{'Eli Ar'},,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Kevin '},{'Eli Ar'},{'Chloe '},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Kevin '},{'Eli Ar'},{'John T'},,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Kevin '},{'Eli Ar'},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Kevin '},{'John T'},{'Bob Ca'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Lisa F'},{'Eli Ar'},{'Eric Z'},{'Ciatta'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Michae'},{'John T'},{'Ciatta'},{'Eli Ar'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Mike D'},{'Eli Ar'},{'Moses '},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Mitch '},{'Eli Ar'},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Mitch '},{'John T'},{'Tony M'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Mitch '},{'Mike D'},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Mitch '},{'Olivia'},{'Sarah '},{'Eric Z'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Mitch '},{'Stanle'},{'Olivia'},,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Mitch '},,,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Moses '},{'Eric Z'},{'Chad L'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Moses '},{'Eric Z'},{'Eli Ar'},{'John T'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Moses '},{'Eric Z'},{'Olivia'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Andra '},{'Chloe '},{'Raquel'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Bob Ca'},{'Lisa F'},{'Eli Ar'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Chad L'},{'Eric Z'},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Chad L'},{'Eric Z'},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Chloe '},{'Chad L'},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Chloe '},{'Eli Ar'},,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Chloe '},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Eli Ar'},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Tony M'},{'Mitch '},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Eric Z'},,,&,3/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'John T'},{'Eli Ar'},{'Chad L'},&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Sarah '},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Sarah '},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},{'Tony M'},{'Mitch '},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Olivia'},,,,&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Sarah '},{'Tony M'},{'Chloe '},{'Lisa F'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Sarah '},,,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Stanle'},{'Bob Ca'},{'Eli Ar'},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Stanle'},{'Eli Ar'},{'Olivia'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Stanle'},{'Olivia'},,,&,2/1,&
&,{'Ben Hu'},{'Bob We'},{'Stanle'},{'Sarah '},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Tony M'},{'Eric Z'},{'Eli Ar'},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Tony M'},{'Eric Z'},{'Olivia'},,&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Tony S'},{'Chad L'},{'Moses '},{'Brando'},&,1/1,&
&,{'Ben Hu'},{'Bob We'},{'Kevin '},{'Eli Ar'},,,&,1/1,&
&,{'Ben Hu'},{'Bob We'},,,,,&,11/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob Ca'},{'Olivia'},{'Eric Z'},{'Lisa F'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob Ca'},{'Sarah '},{'Eli Ar'},{'Mitch '},&,2/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob Ca'},,,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob We'},{'Bob Ca'},{'Eric Z'},{'Mitch '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob We'},{'Eli Ar'},{'Lisa F'},{'Tony M'},&,2/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob We'},{'Eric Z'},{'Olivia'},,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob We'},{'L Chri'},,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob We'},{'Lisa F'},,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Bob We'},,,,&,2/1,&
&,{'Ben Hu'},{'Chad L'},{'Ciatta'},{'Mitch '},{'Chloe '},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eli Ar'},{'Bob Ca'},{'Olivia'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eli Ar'},{'Eric Z'},{'Moses '},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'Moses '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eli Ar'},{'John T'},{'Moses '},{'Tony M'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eli Ar'},{'Stanle'},{'Kevin '},{'Mitch '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eli Ar'},{'Stanle'},,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eli Ar'},,,,&,4/1,&
&,{'Ben Hu'},{'Chad L'},{'Eric Z'},{'Ciatta'},{'Mike D'},{'Andra '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eric Z'},{'Mitch '},{'Bob We'},,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eric Z'},{'Mitch '},,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Eric Z'},{'Stanle'},{'Tony M'},{'Eli Ar'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'John T'},{'Bob We'},{'Bob Ca'},{'Tony M'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'John T'},{'Eric Z'},{'Bob We'},{'Olivia'},&,4/1,&
&,{'Ben Hu'},{'Chad L'},{'John T'},{'Olivia'},{'Eric Z'},{'Eli Ar'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Kevin '},{'Lisa F'},{'Ciatta'},{'Eli Ar'},&,2/1,&
&,{'Ben Hu'},{'Chad L'},{'Lisa F'},{'Bob We'},,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Lisa F'},{'Moses '},,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Lisa F'},{'Olivia'},{'Eric Z'},,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Michae'},{'Olivia'},{'Bob We'},{'Eli Ar'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Mike D'},{'Moses '},{'John T'},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Mitch '},{'Bob Ca'},{'Sarah '},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Mitch '},{'Eli Ar'},{'Olivia'},,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Olivia'},{'Eli Ar'},{'Eric Z'},,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Olivia'},{'Eric Z'},{'Eli Ar'},,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Olivia'},{'Mitch '},{'Lisa F'},{'Bob We'},&,2/1,&
&,{'Ben Hu'},{'Chad L'},{'Olivia'},,,,&,4/1,&
&,{'Ben Hu'},{'Chad L'},{'Sarah '},{'Mitch '},{'Olivia'},{'Eli Ar'},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Sarah '},{'Tony M'},{'Chris '},{'Moses '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Sarah '},{'Tony M'},,,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Sarah '},,,,&,3/1,&
&,{'Ben Hu'},{'Chad L'},{'Tony M'},{'Mitch '},{'Eric Z'},,&,1/1,&
&,{'Ben Hu'},{'Chad L'},{'Tony M'},{'Stanle'},{'Eli Ar'},{'Mitch '},&,1/1,&
&,{'Ben Hu'},{'Chad L'},,,,,&,2/1,&
&,{'Ben Hu'},{'Chloe '},{'Bob Ca'},{'Eric Z'},{'Mike D'},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Bob Ca'},{'John T'},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Chad L'},{'Andra '},,,&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Chad L'},{'Eric Z'},{'John T'},{'Andra '},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Chad L'},,,,&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Ciatta'},{'Raquel'},{'Andra '},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Ciatta'},{'Sarah '},{'Mitch '},,&,2/1,&
&,{'Ben Hu'},{'Chloe '},{'Eli Ar'},{'Bob We'},{'Tony M'},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Eli Ar'},{'Chad L'},{'Mitch '},{'Bob Ca'},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Eli Ar'},{'Kevin '},,,&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Eli Ar'},,,,&,2/1,&
&,{'Ben Hu'},{'Chloe '},{'Eric Z'},{'Olivia'},{'Eli Ar'},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Eric Z'},{'Olivia'},{'Sarah '},{'Mitch '},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Eric Z'},{'Stanle'},{'Bob Ca'},,&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'John T'},{'Stanle'},,,&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Lisa F'},{'Eric Z'},{'Kevin '},{'John J'},&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Lisa F'},,,,&,1/1,&
&,{'Ben Hu'},{'Chloe '},{'Tony M'},{'Mitch '},{'Eli Ar'},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Chloe '},,,,,&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Bob Ca'},,,,&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Bob We'},{'Mitch '},{'Lisa F'},,&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Chad L'},{'Eli Ar'},,,&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Chad L'},{'John T'},{'Lisa F'},{'Joseph'},&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Chloe '},{'Ciatta'},{'Michae'},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Eric Z'},{'Brando'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Eric Z'},{'Michae'},{'Eli Ar'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Mitch '},{'Sarah '},{'Olivia'},{'Lisa F'},&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Patric'},,,,&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Sarah '},{'Mitch '},{'Kevin '},{'Tony M'},&,1/1,&
&,{'Ben Hu'},{'Chris '},{'Tony S'},{'Sarah '},{'Lisa F'},{'Brando'},&,1/1,&
&,{'Ben Hu'},{'Chris '},,,,,&,2/1,&
&,{'Ben Hu'},{'Ciatta'},{'Bob We'},{'Eli Ar'},{'Lisa F'},{'Tony M'},&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Eli Ar'},{'Chloe '},,,&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Eli Ar'},{'Lisa F'},{'Stanle'},,&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'John T'},{'Eli Ar'},,,&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'John T'},{'Tony M'},,,&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Lisa F'},{'Eli Ar'},,,&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Michae'},{'Olivia'},{'Lisa F'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Mike D'},{'Joseph'},,,&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Mitch '},,,,&,1/1,&
&,{'Ben Hu'},{'Ciatta'},{'Olivia'},{'Sarah '},{'Lisa F'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Bob We'},{'John J'},{'Ciatta'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Bob We'},{'Olivia'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Eric Z'},{'John T'},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Eric Z'},{'Olivia'},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Kevin '},{'Bob We'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Kevin '},{'Bob We'},{'Mike D'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Olivia'},{'Chad L'},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Olivia'},{'Eric Z'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Stanle'},{'Mitch '},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob Ca'},{'Tony M'},{'Mitch '},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Brando'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Chad L'},{'Eric Z'},{'Tony M'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Chad L'},{'Tony M'},{'Kevin '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Chloe '},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Brando'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Lisa F'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Olivia'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Eric Z'},{'Stanle'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Eric Z'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Kevin '},{'John T'},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Kevin '},{'John T'},{'Lisa F'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Mitch '},,,&,2/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Moses '},{'Eric Z'},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Moses '},{'Olivia'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Olivia'},{'Eric Z'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Olivia'},{'Eric Z'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Olivia'},{'Stanle'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Stanle'},{'Eric Z'},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Stanle'},{'Eric Z'},{'Moses '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Stanle'},{'Eric Z'},{'Tony M'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Stanle'},{'John T'},{'Ciatta'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Stanle'},{'Tony M'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Stanle'},,,&,2/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Tony M'},{'Olivia'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Tony M'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Tony S'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Bob We'},,,,&,10/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Brando'},{'John T'},{'Sarah '},{'Bob Ca'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Brando'},{'Kevin '},,,&,2/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chad L'},{'Bob We'},{'Kevin '},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chad L'},{'Eric Z'},{'Sarah '},{'Moses '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chad L'},{'Olivia'},{'Bob Ca'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chad L'},{'Olivia'},{'Mitch '},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chad L'},{'Olivia'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chad L'},{'Sarah '},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chloe '},{'Bob We'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chloe '},{'Kevin '},{'Sarah '},{'Ciatta'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chris '},{'Chad L'},{'Bob We'},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Chris '},{'Olivia'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Ciatta'},{'Bob Ca'},{'Eric Z'},{'Olivia'},&,2/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Ciatta'},{'John T'},{'Eric Z'},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Ciatta'},{'John T'},{'Eric Z'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Ciatta'},{'John T'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Ciatta'},{'Olivia'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Bob Ca'},{'Olivia'},{'Lisa F'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Bob We'},{'John T'},{'Olivia'},&,2/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Bob We'},{'John T'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Bob We'},{'Stanle'},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Bob We'},,,&,3/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Chad L'},{'John T'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Ciatta'},{'Chloe '},{'Chad L'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'John T'},{'Chad L'},{'Chloe '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'John T'},{'Chad L'},{'Chris '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'John T'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Kevin '},{'Andra '},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Kevin '},{'Chad L'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Kevin '},{'Stanle'},{'Tony M'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'Bob We'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'Chad L'},{'Mitch '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'John T'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Olivia'},{'Tony M'},{'Bob We'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Olivia'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Stanle'},{'Bob We'},{'John T'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Stanle'},{'Olivia'},,&,3/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Stanle'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Tony M'},{'Olivia'},{'Stanle'},&,2/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},{'Tony M'},,,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Eric Z'},,,,&,8/1,&
&,{'Ben Hu'},{'Eli Ar'},{'John T'},{'Bob We'},{'Bob Ca'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'John T'},{'Chad L'},{'Eric Z'},{'Bob Ca'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'John T'},{'Mike D'},{'Tony M'},,&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'John T'},{'Olivia'},{'Eric Z'},,&,2/1,&
&,{'Ben Hu'},{'Eli Ar'},{'John T'},{'Sarah '},{'Bob Ca'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'John T'},{'Tony M'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'John T'},,,,&,3/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Kelly '},{'Chad L'},{'Lisa F'},{'Eric Z'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Kevin '},{'Bob Ca'},{'Eric Z'},{'Stanle'},&,1/1,&
&,{'Ben Hu'},{'Eli Ar'},{'Kevin '},{'Bob We'},{'Stanle'},{'Bob Ca'},&,1/1,&
